,object,comment,filter,seqtot,seqnum,seqid,expType,object.1,proposer,program,RA,propid,dec,expTime,count,wait
179,GAMA_J121058.72+001239.80_N536,--,N536,512,180,S2021A,object,GAMA_J121058.72+001239.80_N708,Leauthaud,Merian,182.7447066296964,2020B-0288,0.21105776023632167,900,1,False
180,GAMA_J121111.05+014728.28_N536,--,N536,512,181,S2021A,object,GAMA_J121111.05+014728.28_N708,Leauthaud,Merian,182.79604804709567,2020B-0288,1.7911912662010332,900,1,False
181,GAMA_J121220.97+014229.78_N536,--,N536,512,182,S2021A,object,GAMA_J121220.97+014229.78_N708,Leauthaud,Merian,183.08740754802682,2020B-0288,1.7082734493636809,900,1,False
182,GAMA_J121331.56+013931.22_N536,--,N536,512,183,S2021A,object,GAMA_J121331.56+013931.22_N708,Leauthaud,Merian,183.3815024924337,2020B-0288,1.6586745499399935,900,1,False
183,GAMA_J121442.14+013632.88_N536,--,N536,512,184,S2021A,object,GAMA_J121442.14+013632.88_N708,Leauthaud,Merian,183.67558514918537,2020B-0288,1.6091357741184706,900,1,False
184,GAMA_J121454.47+002356.81_N536,--,N536,512,185,S2021A,object,GAMA_J121454.47+002356.81_N708,Leauthaud,Merian,183.7269809025833,2020B-0288,0.3991153520216946,900,1,False
185,GAMA_J121604.45+001858.91_N536,--,N536,512,186,S2021A,object,GAMA_J121604.45+001858.91_N708,Leauthaud,Merian,184.01856461147145,2020B-0288,0.3163639999320755,900,1,False
186,GAMA_J121715.08+001600.87_N536,--,N536,512,187,S2021A,object,GAMA_J121715.08+001600.87_N708,Leauthaud,Merian,184.31286216803403,2020B-0288,0.2669099042930374,900,1,False
187,GAMA_J121825.71+001303.08_N536,--,N536,512,188,S2021A,object,GAMA_J121825.71+001303.08_N708,Leauthaud,Merian,184.60716051892643,2020B-0288,0.2175242628143004,900,1,False
188,GAMA_J121837.61+014819.09_N536,--,N536,512,189,S2021A,object,GAMA_J121837.61+014819.09_N708,Leauthaud,Merian,184.6567328300017,2020B-0288,1.8053031689680905,900,1,False
189,GAMA_J121947.52+014321.86_N536,--,N536,512,190,S2021A,object,GAMA_J121947.52+014321.86_N708,Leauthaud,Merian,184.94800718272919,2020B-0288,1.7227398223748651,900,1,False
190,GAMA_J122058.09+014024.39_N536,--,N536,512,191,S2021A,object,GAMA_J122058.09+014024.39_N708,Leauthaud,Merian,185.2420523476336,2020B-0288,1.6734432520945433,900,1,False
191,GAMA_J122208.66+013727.20_N536,--,N536,512,192,S2021A,object,GAMA_J122208.66+013727.20_N708,Leauthaud,Merian,185.53608649256265,2020B-0288,1.6242233504058643,900,1,False
192,GAMA_J122220.03+002435.08_N536,--,N536,512,193,S2021A,object,GAMA_J122220.03+002435.08_N708,Leauthaud,Merian,185.58345878482243,2020B-0288,0.4097455388053543,900,1,False
193,GAMA_J122330.00+001938.60_N536,--,N536,512,194,S2021A,object,GAMA_J122330.00+001938.60_N708,Leauthaud,Merian,185.8750232221278,2020B-0288,0.32739128399798906,900,1,False
194,GAMA_J122440.63+001641.75_N536,--,N536,512,195,S2021A,object,GAMA_J122440.63+001641.75_N708,Leauthaud,Merian,186.16931051806748,2020B-0288,0.2782647926078221,900,1,False
195,GAMA_J122551.26+001345.20_N536,--,N536,512,196,S2021A,object,GAMA_J122551.26+001345.20_N708,Leauthaud,Merian,186.4635998305363,2020B-0288,0.2292232385952861,900,1,False
196,GAMA_J122943.90+002524.25_N536,--,N536,512,197,S2021A,object,GAMA_J122943.90+002524.25_N708,Leauthaud,Merian,187.43292405736287,2020B-0288,0.4234049337869805,900,1,False
197,GAMA_J123053.87+002029.51_N536,--,N536,512,198,S2021A,object,GAMA_J123053.87+002029.51_N708,Leauthaud,Merian,187.72446750196167,2020B-0288,0.3415322399291432,900,1,False
198,GAMA_J123204.49+001734.02_N536,--,N536,512,199,S2021A,object,GAMA_J123204.49+001734.02_N708,Leauthaud,Merian,188.0187433246525,2020B-0288,0.2927833938353148,900,1,False
199,GAMA_J123315.12+001438.88_N536,--,N536,512,200,S2021A,object,GAMA_J123315.12+001438.88_N708,Leauthaud,Merian,188.31302231698726,2020B-0288,0.2441358165921439,900,1,False
200,GAMA_J123705.36+002624.25_N536,--,N536,512,201,S2021A,object,GAMA_J123705.36+002624.25_N708,Leauthaud,Merian,189.27237403323468,2020B-0288,0.4400695205365673,900,1,False
201,GAMA_J123815.33+002131.53_N536,--,N536,512,202,S2021A,object,GAMA_J123815.33+002131.53_N708,Leauthaud,Merian,189.56389441139447,2020B-0288,0.3587603877934821,900,1,False
202,GAMA_J123925.95+001837.57_N536,--,N536,512,203,S2021A,object,GAMA_J123925.95+001837.57_N708,Leauthaud,Merian,189.85815733193704,2020B-0288,0.31043751821637505,900,1,False
203,GAMA_J124036.58+001544.03_N536,--,N536,512,204,S2021A,object,GAMA_J124036.58+001544.03_N708,Leauthaud,Merian,190.1524245004802,2020B-0288,0.262232054899844,900,1,False
204,GAMA_J124424.19+002731.37_N536,--,N536,512,205,S2021A,object,GAMA_J124424.19+002731.37_N708,Leauthaud,Merian,191.10080896928247,2020B-0288,0.4587144922485169,900,1,False
205,GAMA_J124534.15+002240.97_N536,--,N536,512,206,S2021A,object,GAMA_J124534.15+002240.97_N708,Leauthaud,Merian,191.3923042289989,2020B-0288,0.378048592314993,900,1,False
206,GAMA_J124644.77+001948.71_N536,--,N536,512,207,S2021A,object,GAMA_J124644.77+001948.71_N708,Leauthaud,Merian,191.6865528774924,2020B-0288,0.3301985024536936,900,1,False
207,GAMA_J124755.39+001656.93_N536,--,N536,512,208,S2021A,object,GAMA_J124755.39+001656.93_N708,Leauthaud,Merian,191.9808067826136,2020B-0288,0.2824817386480369,900,1,False
208,GAMA_J125139.65+002849.09_N536,--,N536,512,209,S2021A,object,GAMA_J125139.65+002849.09_N708,Leauthaud,Merian,192.91522422081985,2020B-0288,0.4803042888490965,900,1,False
209,GAMA_J125249.60+002401.28_N536,--,N536,512,210,S2021A,object,GAMA_J125249.60+002401.28_N708,Leauthaud,Merian,193.206691717715,2020B-0288,0.4003578897334345,900,1,False
210,GAMA_J125400.22+002110.89_N536,--,N536,512,211,S2021A,object,GAMA_J125400.22+002110.89_N708,Leauthaud,Merian,193.5009243194672,2020B-0288,0.3530251198820268,900,1,False
211,GAMA_J125510.83+001821.02_N536,--,N536,512,212,S2021A,object,GAMA_J125510.83+001821.02_N708,Leauthaud,Merian,193.79516310377502,2020B-0288,0.305841338306312,900,1,False
212,GAMA_J125851.75+003006.51_N536,--,N536,512,213,S2021A,object,GAMA_J125851.75+003006.51_N708,Leauthaud,Merian,194.71563001508844,2020B-0288,0.5018096096688129,900,1,False
213,GAMA_J130001.69+002521.56_N536,--,N536,512,214,S2021A,object,GAMA_J130001.69+002521.56_N708,Leauthaud,Merian,195.00706817264404,2020B-0288,0.4226563963235847,900,1,False
214,GAMA_J130112.30+002233.18_N536,--,N536,512,215,S2021A,object,GAMA_J130112.30+002233.18_N708,Leauthaud,Merian,195.30128373589142,2020B-0288,0.3758838654995794,900,1,False
215,GAMA_J130222.92+001945.39_N536,--,N536,512,216,S2021A,object,GAMA_J130222.92+001945.39_N708,Leauthaud,Merian,195.59550634878886,2020B-0288,0.3292757154111364,900,1,False
216,GAMA_J130600.24+003130.70_N536,--,N536,512,217,S2021A,object,GAMA_J130600.24+003130.70_N708,Leauthaud,Merian,196.50101853896427,2020B-0288,0.5251956973961648,900,1,False
217,GAMA_J130710.18+002648.86_N536,--,N536,512,218,S2021A,object,GAMA_J130710.18+002648.86_N708,Leauthaud,Merian,196.79242487220216,2020B-0288,0.4469062289943577,900,1,False
218,GAMA_J130820.78+002402.64_N536,--,N536,512,219,S2021A,object,GAMA_J130820.78+002402.64_N708,Leauthaud,Merian,197.08662176671126,2020B-0288,0.4007348661266208,900,1,False
219,GAMA_J130931.39+002117.07_N536,--,N536,512,220,S2021A,object,GAMA_J130931.39+002117.07_N708,Leauthaud,Merian,197.3808264998317,2020B-0288,0.3547429863259032,900,1,False
220,GAMA_J131305.13+003254.35_N536,--,N536,512,221,S2021A,object,GAMA_J131305.13+003254.35_N708,Leauthaud,Merian,198.2713994705533,2020B-0288,0.5484308568143889,900,1,False
221,GAMA_J131415.06+002815.86_N536,--,N536,512,222,S2021A,object,GAMA_J131415.06+002815.86_N708,Leauthaud,Merian,198.5627724340696,2020B-0288,0.4710729308830451,900,1,False
222,GAMA_J131525.66+002531.95_N536,--,N536,512,223,S2021A,object,GAMA_J131525.66+002531.95_N708,Leauthaud,Merian,198.85694968783284,2020B-0288,0.4255419466741863,900,1,False
223,GAMA_J131636.27+002248.73_N536,--,N536,512,224,S2021A,object,GAMA_J131636.27+002248.73_N708,Leauthaud,Merian,199.15113550676796,2020B-0288,0.3802052475272484,900,1,False
224,GAMA_J132705.80+003514.51_N536,--,N536,512,225,S2021A,object,GAMA_J132705.80+003514.51_N708,Leauthaud,Merian,201.77418914840462,2020B-0288,0.5873657749790974,900,1,False
225,GAMA_J132815.71+003043.44_N536,--,N536,512,226,S2021A,object,GAMA_J132815.71+003043.44_N708,Leauthaud,Merian,202.06549545865542,2020B-0288,0.5120676382620803,900,1,False
226,GAMA_J132926.31+002804.55_N536,--,N536,512,227,S2021A,object,GAMA_J132926.31+002804.55_N708,Leauthaud,Merian,202.35963366805325,2020B-0288,0.4679311228869528,900,1,False
227,GAMA_J133036.90+002526.46_N536,--,N536,512,228,S2021A,object,GAMA_J133036.90+002526.46_N708,Leauthaud,Merian,202.65378176380366,2020B-0288,0.42401761629258616,900,1,False
228,GAMA_J132006.67+003406.56_N536,--,N536,512,229,S2021A,object,GAMA_J132006.67+003406.56_N708,Leauthaud,Merian,200.02779230779458,2020B-0288,0.5684891471857226,900,1,False
229,GAMA_J132116.59+002931.66_N536,--,N536,512,230,S2021A,object,GAMA_J132116.59+002931.66_N708,Leauthaud,Merian,200.31913221364528,2020B-0288,0.4921283829092305,900,1,False
230,GAMA_J132227.18+002650.19_N536,--,N536,512,231,S2021A,object,GAMA_J132227.18+002650.19_N708,Leauthaud,Merian,200.61329010624058,2020B-0288,0.447275670527516,900,1,False
231,GAMA_J132337.78+002409.47_N536,--,N536,512,232,S2021A,object,GAMA_J132337.78+002409.47_N708,Leauthaud,Merian,200.9074572521049,2020B-0288,0.4026317441226183,900,1,False
232,GAMA_J120343.95-005959.52_N536,--,N536,512,233,S2021A,object,GAMA_J120343.95-005959.52_N708,Leauthaud,Merian,180.93314209693656,2020B-0288,-0.9998674064120842,900,1,False
233,GAMA_J120453.98-010458.98_N536,--,N536,512,234,S2021A,object,GAMA_J120453.98-010458.98_N708,Leauthaud,Merian,181.22491886902787,2020B-0288,-1.0830525040366736,900,1,False
234,GAMA_J120604.65-010758.44_N536,--,N536,512,235,S2021A,object,GAMA_J120604.65-010758.44_N708,Leauthaud,Merian,181.5193970763495,2020B-0288,-1.1329016420139366,900,1,False
235,GAMA_J120715.33-011057.74_N536,--,N536,512,236,S2021A,object,GAMA_J120715.33-011057.74_N708,Leauthaud,Merian,181.8138865618838,2020B-0288,-1.1827072382492947,900,1,False
236,GAMA_J121111.38-005955.71_N536,--,N536,512,237,S2021A,object,GAMA_J121111.38-005955.71_N708,Leauthaud,Merian,182.7974253848129,2020B-0288,-0.9988085729774404,900,1,False
237,GAMA_J121221.42-010454.21_N536,--,N536,512,238,S2021A,object,GAMA_J121221.42-010454.21_N708,Leauthaud,Merian,183.08925108767903,2020B-0288,-1.0817261207696671,900,1,False
238,GAMA_J121332.10-010752.76_N536,--,N536,512,239,S2021A,object,GAMA_J121332.10-010752.76_N708,Leauthaud,Merian,183.38376037398567,2020B-0288,-1.1313247157043167,900,1,False
239,GAMA_J121442.78-011051.10_N536,--,N536,512,240,S2021A,object,GAMA_J121442.78-011051.10_N708,Leauthaud,Merian,183.6782822589515,2020B-0288,-1.1808631015708193,900,1,False
240,GAMA_J121837.84-005948.11_N536,--,N536,512,241,S2021A,object,GAMA_J121837.84-005948.11_N708,Leauthaud,Merian,184.6577062707497,2020B-0288,-0.9966982666977068,900,1,False
241,GAMA_J121947.89-010445.34_N536,--,N536,512,242,S2021A,object,GAMA_J121947.89-010445.34_N708,Leauthaud,Merian,184.94958026905147,2020B-0288,-1.0792613408644922,900,1,False
242,GAMA_J122058.58-010742.80_N536,--,N536,512,243,S2021A,object,GAMA_J122058.58-010742.80_N708,Leauthaud,Merian,185.244120106531,2020B-0288,-1.1285575898300335,900,1,False
243,GAMA_J122209.28-011039.99_N536,--,N536,512,244,S2021A,object,GAMA_J122209.28-011039.99_N708,Leauthaud,Merian,185.53867380709633,2020B-0288,-1.177777060026543,900,1,False
244,GAMA_J122602.87-005936.77_N536,--,N536,512,245,S2021A,object,GAMA_J122602.87-005936.77_N708,Leauthaud,Merian,186.51198328939842,2020B-0288,-0.993549455236788,900,1,False
245,GAMA_J122712.93-010432.42_N536,--,N536,512,246,S2021A,object,GAMA_J122712.93-010432.42_N708,Leauthaud,Merian,186.8039046975787,2020B-0288,-1.0756725899682738,900,1,False
246,GAMA_J122823.63-010728.61_N536,--,N536,512,247,S2021A,object,GAMA_J122823.63-010728.61_N708,Leauthaud,Merian,187.0984744011377,2020B-0288,-1.1246157541373514,900,1,False
247,GAMA_J122934.33-011024.47_N536,--,N536,512,248,S2021A,object,GAMA_J122934.33-011024.47_N708,Leauthaud,Merian,187.39305916994832,2020B-0288,-1.1734657022492498,900,1,False
248,GAMA_J123325.74-005921.77_N536,--,N536,512,249,S2021A,object,GAMA_J123325.74-005921.77_N708,Leauthaud,Merian,188.35725487732049,2020B-0288,-0.9893831640188594,900,1,False
249,GAMA_J123435.81-010415.53_N536,--,N536,512,250,S2021A,object,GAMA_J123435.81-010415.53_N708,Leauthaud,Merian,188.64922254490062,2020B-0288,-1.0709831120193698,900,1,False
250,GAMA_J123546.51-010710.28_N536,--,N536,512,251,S2021A,object,GAMA_J123546.51-010710.28_N708,Leauthaud,Merian,188.94382126408559,2020B-0288,-1.1195240176126309,900,1,False
251,GAMA_J123657.22-011004.63_N536,--,N536,512,252,S2021A,object,GAMA_J123657.22-011004.63_N708,Leauthaud,Merian,189.23843618218413,2020B-0288,-1.1679554451017156,900,1,False
252,GAMA_J124045.96-005903.20_N536,--,N536,512,253,S2021A,object,GAMA_J124045.96-005903.20_N708,Leauthaud,Merian,190.19151969046158,2020B-0288,-0.9842249359808428,900,1,False
253,GAMA_J124156.04-010354.79_N536,--,N536,512,254,S2021A,object,GAMA_J124156.04-010354.79_N708,Leauthaud,Merian,190.48353224162307,2020B-0288,-1.0652209399593655,900,1,False
254,GAMA_J124306.75-010647.92_N536,--,N536,512,255,S2021A,object,GAMA_J124306.75-010647.92_N708,Leauthaud,Merian,190.77815898671088,2020B-0288,-1.1133120883825611,900,1,False
255,GAMA_J124417.47-010940.59_N536,--,N536,512,256,S2021A,object,GAMA_J124417.47-010940.59_N708,Leauthaud,Merian,191.0728029909938,2020B-0288,-1.1612777048041467,900,1,False
256,GAMA_J124803.30-005841.16_N536,--,N536,512,257,S2021A,object,GAMA_J124803.30-005841.16_N708,Leauthaud,Merian,192.0137766067105,2020B-0288,-0.9781018833003088,900,1,False
257,GAMA_J124913.39-010330.29_N536,--,N536,512,258,S2021A,object,GAMA_J124913.39-010330.29_N708,Leauthaud,Merian,192.30583247964645,2020B-0288,-1.05841570182787,900,1,False
258,GAMA_J125024.11-010621.64_N536,--,N536,512,259,S2021A,object,GAMA_J125024.11-010621.64_N708,Leauthaud,Merian,192.60048614721046,2020B-0288,-1.1060112324661415,900,1,False
259,GAMA_J125134.83-010912.47_N536,--,N536,512,260,S2021A,object,GAMA_J125134.83-010912.47_N708,Leauthaud,Merian,192.895158057234,2020B-0288,-1.1534654084394131,900,1,False
260,GAMA_J125517.28-005815.77_N536,--,N536,512,261,S2021A,object,GAMA_J125517.28-005815.77_N708,Leauthaud,Merian,193.822024448699,2020B-0288,-0.9710481434906579,900,1,False
261,GAMA_J125627.38-010302.17_N536,--,N536,512,262,S2021A,object,GAMA_J125627.38-010302.17_N708,Leauthaud,Merian,194.11412188791414,2020B-0288,-1.050604719817028,900,1,False
262,GAMA_J125738.11-010551.57_N536,--,N536,512,263,S2021A,object,GAMA_J125738.11-010551.57_N708,Leauthaud,Merian,194.40880125696881,2020B-0288,-1.0976608531298058,900,1,False
263,GAMA_J125848.83-010840.41_N536,--,N536,512,264,S2021A,object,GAMA_J125848.83-010840.41_N708,Leauthaud,Merian,194.7034997712117,2020B-0288,-1.1445600709748178,900,1,False
264,GAMA_J130227.90-005747.13_N536,--,N536,512,265,S2021A,object,GAMA_J130227.90-005747.13_N708,Leauthaud,Merian,195.61626240506203,2020B-0288,-0.9630932858938324,900,1,False
265,GAMA_J130338.01-010230.55_N536,--,N536,512,266,S2021A,object,GAMA_J130338.01-010230.55_N708,Leauthaud,Merian,195.90839952431918,2020B-0288,-1.0418201680898214,900,1,False
266,GAMA_J130448.74-010517.86_N536,--,N536,512,267,S2021A,object,GAMA_J130448.74-010517.86_N708,Leauthaud,Merian,196.20310329614608,2020B-0288,-1.0882947576751558,900,1,False
267,GAMA_J130559.47-010804.54_N536,--,N536,512,268,S2021A,object,GAMA_J130559.47-010804.54_N708,Leauthaud,Merian,196.49782703348615,2020B-0288,-1.134597145063902,900,1,False
268,GAMA_J130934.67-005715.39_N536,--,N536,512,269,S2021A,object,GAMA_J130934.67-005715.39_N708,Leauthaud,Merian,197.39448948916402,2020B-0288,-0.9542777440458508,900,1,False
269,GAMA_J131044.79-010155.58_N536,--,N536,512,270,S2021A,object,GAMA_J131044.79-010155.58_N708,Leauthaud,Merian,197.68666424356965,2020B-0288,-1.0321061649883303,900,1,False
270,GAMA_J131155.53-010440.65_N536,--,N536,512,271,S2021A,object,GAMA_J131155.53-010440.65_N708,Leauthaud,Merian,197.98139102531368,2020B-0288,-1.0779594332124531,900,1,False
271,GAMA_J131306.27-010725.05_N536,--,N536,512,272,S2021A,object,GAMA_J131306.27-010725.05_N708,Leauthaud,Merian,198.2761385082861,2020B-0288,-1.1236255147205951,900,1,False
272,GAMA_J131637.60-005640.68_N536,--,N536,512,273,S2021A,object,GAMA_J131637.60-005640.68_N708,Leauthaud,Merian,199.15670507325254,2020B-0288,-0.9446349333364864,900,1,False
273,GAMA_J131747.73-010117.39_N536,--,N536,512,274,S2021A,object,GAMA_J131747.73-010117.39_N708,Leauthaud,Merian,199.44891532032923,2020B-0288,-1.021499028070327,900,1,False
274,GAMA_J131858.47-010400.09_N536,--,N536,512,275,S2021A,object,GAMA_J131858.47-010400.09_N708,Leauthaud,Merian,199.7436636632701,2020B-0288,-1.0666929971764223,900,1,False
275,GAMA_J132009.22-010642.06_N536,--,N536,512,276,S2021A,object,GAMA_J132009.22-010642.06_N708,Leauthaud,Merian,200.03843335782543,2020B-0288,-1.1116851071838256,900,1,False
276,GAMA_J083758.97-003809.81_N536,--,N536,512,277,S2021A,object,GAMA_J083758.97-003809.81_N708,Leauthaud,Merian,129.4957166881937,2020B-0288,-0.6360589918580801,900,1,False
277,GAMA_J083908.79-004135.82_N536,--,N536,512,278,S2021A,object,GAMA_J083908.79-004135.82_N708,Leauthaud,Merian,129.78666364273218,2020B-0288,-0.6932858747487788,900,1,False
278,GAMA_J084019.33-004347.08_N536,--,N536,512,279,S2021A,object,GAMA_J084019.33-004347.08_N708,Leauthaud,Merian,130.0805778549537,2020B-0288,-0.7297471252079492,900,1,False
279,GAMA_J084129.87-004559.69_N536,--,N536,512,280,S2021A,object,GAMA_J084129.87-004559.69_N708,Leauthaud,Merian,130.37446941189802,2020B-0288,-0.7665819202431109,900,1,False
280,GAMA_J084418.40-003925.58_N536,--,N536,512,281,S2021A,object,GAMA_J084418.40-003925.58_N708,Leauthaud,Merian,131.07667726616478,2020B-0288,-0.657106361921821,900,1,False
281,GAMA_J084528.22-004257.55_N536,--,N536,512,282,S2021A,object,GAMA_J084528.22-004257.55_N708,Leauthaud,Merian,131.36762021609474,2020B-0288,-0.7159878563342104,900,1,False
282,GAMA_J084638.76-004512.21_N536,--,N536,512,283,S2021A,object,GAMA_J084638.76-004512.21_N708,Leauthaud,Merian,131.66153346695046,2020B-0288,-0.7533921404185677,900,1,False
283,GAMA_J084749.30-004728.17_N536,--,N536,512,284,S2021A,object,GAMA_J084749.30-004728.17_N708,Leauthaud,Merian,131.95542444883185,2020B-0288,-0.7911600770690053,900,1,False
284,GAMA_J084111.14+005914.51_N536,--,N536,512,285,S2021A,object,GAMA_J084111.14+005914.51_N708,Leauthaud,Merian,130.29645324127887,2020B-0288,0.9873640484137997,900,1,False
285,GAMA_J084221.38+005545.45_N536,--,N536,512,286,S2021A,object,GAMA_J084221.38+005545.45_N708,Leauthaud,Merian,130.58910802524514,2020B-0288,0.929292706132253,900,1,False
286,GAMA_J084332.15+005332.45_N536,--,N536,512,287,S2021A,object,GAMA_J084332.15+005332.45_N708,Leauthaud,Merian,130.88399621354978,2020B-0288,0.8923489959365577,900,1,False
287,GAMA_J084442.92+005118.13_N536,--,N536,512,288,S2021A,object,GAMA_J084442.92+005118.13_N708,Leauthaud,Merian,131.1788516949233,2020B-0288,0.8550361580038565,900,1,False
288,GAMA_J083742.61+023654.55_N536,--,N536,512,289,S2021A,object,GAMA_J083742.61+023654.55_N708,Leauthaud,Merian,129.4275820808986,2020B-0288,2.6151547584095107,900,1,False
289,GAMA_J083853.27+023328.79_N536,--,N536,512,290,S2021A,object,GAMA_J083853.27+023328.79_N708,Leauthaud,Merian,129.72198188055708,2020B-0288,2.5579983398792296,900,1,False
290,GAMA_J084004.28+023117.67_N536,--,N536,512,291,S2021A,object,GAMA_J084004.28+023117.67_N708,Leauthaud,Merian,130.01786710190217,2020B-0288,2.5215756705753543,900,1,False
291,GAMA_J084115.29+022905.20_N536,--,N536,512,292,S2021A,object,GAMA_J084115.29+022905.20_N708,Leauthaud,Merian,130.31370952578234,2020B-0288,2.4847778877352984,900,1,False
292,GAMA_J085038.55-004039.69_N536,--,N536,512,293,S2021A,object,GAMA_J085038.55-004039.69_N708,Leauthaud,Merian,132.66065096861132,2020B-0288,-0.6776920045063252,900,1,False
293,GAMA_J085148.38-004417.47_N536,--,N536,512,294,S2021A,object,GAMA_J085148.38-004417.47_N708,Leauthaud,Merian,132.9515922179059,2020B-0288,-0.7381863083020479,900,1,False
294,GAMA_J085258.92-004635.42_N536,--,N536,512,295,S2021A,object,GAMA_J085258.92-004635.42_N708,Leauthaud,Merian,133.24550599182473,2020B-0288,-0.7765068665496555,900,1,False
295,GAMA_J085409.45-004854.65_N536,--,N536,512,296,S2021A,object,GAMA_J085409.45-004854.65_N708,Leauthaud,Merian,133.53939795180787,2020B-0288,-0.8151808897214483,900,1,False
296,GAMA_J084730.93+005752.35_N536,--,N536,512,297,S2021A,object,GAMA_J084730.93+005752.35_N708,Leauthaud,Merian,131.87887655560078,2020B-0288,0.9645421580266264,900,1,False
297,GAMA_J084841.15+005417.41_N536,--,N536,512,298,S2021A,object,GAMA_J084841.15+005417.41_N708,Leauthaud,Merian,132.1714800610029,2020B-0288,0.9048373127795141,900,1,False
298,GAMA_J084951.92+005201.07_N536,--,N536,512,299,S2021A,object,GAMA_J084951.92+005201.07_N708,Leauthaud,Merian,132.4663374076271,2020B-0288,0.8669641332085791,900,1,False
299,GAMA_J085102.67+004943.43_N536,--,N536,512,300,S2021A,object,GAMA_J085102.67+004943.43_N708,Leauthaud,Merian,132.76116219608141,2020B-0288,0.8287319032757768,900,1,False
300,GAMA_J084407.09+023552.06_N536,--,N536,512,301,S2021A,object,GAMA_J084407.09+023552.06_N708,Leauthaud,Merian,131.0295689143129,2020B-0288,2.5977959908759534,900,1,False
301,GAMA_J084517.73+023220.26_N536,--,N536,512,302,S2021A,object,GAMA_J084517.73+023220.26_N708,Leauthaud,Merian,131.32387661483182,2020B-0288,2.5389614191396466,900,1,False
302,GAMA_J084628.72+023005.69_N536,--,N536,512,303,S2021A,object,GAMA_J084628.72+023005.69_N708,Leauthaud,Merian,131.61970457341843,2020B-0288,2.5015822851463545,900,1,False
303,GAMA_J084739.71+022749.81_N536,--,N536,512,304,S2021A,object,GAMA_J084739.71+022749.81_N708,Leauthaud,Merian,131.91548951492462,2020B-0288,2.4638381194561187,900,1,False
304,GAMA_J084018.35+041144.10_N536,--,N536,512,305,S2021A,object,GAMA_J084018.35+041144.10_N708,Leauthaud,Merian,130.07648217438813,2020B-0288,4.195584695310208,900,1,False
305,GAMA_J084129.40+040815.87_N536,--,N536,512,306,S2021A,object,GAMA_J084129.40+040815.87_N708,Leauthaud,Merian,130.37251793288806,2020B-0288,4.137742187937001,900,1,False
306,GAMA_J084240.64+040603.33_N536,--,N536,512,307,S2021A,object,GAMA_J084240.64+040603.33_N708,Leauthaud,Merian,130.66933378909997,2020B-0288,4.1009273330636615,900,1,False
307,GAMA_J084351.86+040349.46_N536,--,N536,512,308,S2021A,object,GAMA_J084351.86+040349.46_N708,Leauthaud,Merian,130.96609666791701,2020B-0288,4.063740865026667,900,1,False
308,GAMA_J085659.67-004152.11_N536,--,N536,512,309,S2021A,object,GAMA_J085659.67-004152.11_N708,Leauthaud,Merian,134.24863794734637,2020B-0288,-0.6978097873682602,900,1,False
309,GAMA_J085809.49-004535.54_N536,--,N536,512,310,S2021A,object,GAMA_J085809.49-004535.54_N708,Leauthaud,Merian,134.5395798195197,2020B-0288,-0.7598745797309259,900,1,False
310,GAMA_J085920.03-004756.70_N536,--,N536,512,311,S2021A,object,GAMA_J085920.03-004756.70_N708,Leauthaud,Merian,134.83349560956026,2020B-0288,-0.7990843378048922,900,1,False
311,GAMA_J090030.57-005019.09_N536,--,N536,512,312,S2021A,object,GAMA_J090030.57-005019.09_N708,Leauthaud,Merian,135.12739010878826,2020B-0288,-0.8386370769818108,900,1,False
312,GAMA_J085351.43+005631.88_N536,--,N536,512,313,S2021A,object,GAMA_J085351.43+005631.88_N708,Leauthaud,Merian,133.46429716450294,2020B-0288,0.9421915852274384,900,1,False
313,GAMA_J085501.64+005251.22_N536,--,N536,512,314,S2021A,object,GAMA_J085501.64+005251.22_N708,Leauthaud,Merian,133.75685046286168,2020B-0288,0.8808958100143832,900,1,False
314,GAMA_J085612.40+005031.63_N536,--,N536,512,315,S2021A,object,GAMA_J085612.40+005031.63_N708,Leauthaud,Merian,134.05167775204387,2020B-0288,0.8421203668987136,900,1,False
315,GAMA_J085723.15+004810.78_N536,--,N536,512,316,S2021A,object,GAMA_J085723.15+004810.78_N708,Leauthaud,Merian,134.34647270820534,2020B-0288,0.8029962428801174,900,1,False
316,GAMA_J085030.35+023433.65_N536,--,N536,512,317,S2021A,object,GAMA_J085030.35+023433.65_N708,Leauthaud,Merian,132.6264722335313,2020B-0288,2.576015302731832,900,1,False
317,GAMA_J085140.96+023055.99_N536,--,N536,512,318,S2021A,object,GAMA_J085140.96+023055.99_N708,Leauthaud,Merian,132.92068262123473,2020B-0288,2.5155536745452323,900,1,False
318,GAMA_J085251.94+022838.10_N536,--,N536,512,319,S2021A,object,GAMA_J085251.94+022838.10_N708,Leauthaud,Merian,133.2164505347117,2020B-0288,2.4772501904196345,900,1,False
319,GAMA_J085402.92+022618.93_N536,--,N536,512,320,S2021A,object,GAMA_J085402.92+022618.93_N708,Leauthaud,Merian,133.51217532924446,2020B-0288,2.4385920078884267,900,1,False
320,GAMA_J084649.45+041117.03_N536,--,N536,512,321,S2021A,object,GAMA_J084649.45+041117.03_N708,Leauthaud,Merian,131.70605398013893,2020B-0288,4.1880660801191985,900,1,False
321,GAMA_J084800.47+040742.72_N536,--,N536,512,322,S2021A,object,GAMA_J084800.47+040742.72_N708,Leauthaud,Merian,132.00195955429456,2020B-0288,4.128535759939462,900,1,False
