object,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count,wait
VVDS_J221857.00+040933.40_N70,--,N70,128,96,S2021B,object,VVDS_J221857.00+040933.40_N70,LeathaudGreene,Merian,334.73753277992006,2020B-0288,4.159279711792076,600.0,1,False
VVDS_J222219.34+035828.70_N70,--,N70,128,97,S2021B,object,VVDS_J222219.34+035828.70_N70,LeathaudGreene,Merian,335.58058643031336,2020B-0288,3.9746392677464772,600.0,1,False
VVDS_J222328.84+040309.91_N70,--,N70,128,98,S2021B,object,VVDS_J222328.84+040309.91_N70,LeathaudGreene,Merian,335.8701745928019,2020B-0288,4.052754161145874,600.0,1,False
VVDS_J222439.22+040602.70_N70,--,N70,128,99,S2021B,object,VVDS_J222439.22+040602.70_N70,LeathaudGreene,Merian,336.16344185108045,2020B-0288,4.100751826497184,600.0,1,False
VVDS_J222549.61+040856.14_N70,--,N70,128,100,S2021B,object,VVDS_J222549.61+040856.14_N70,LeathaudGreene,Merian,336.4567259672995,2020B-0288,4.148929463249407,600.0,1,False
VVDS_J222915.21+035752.96_N70,--,N70,128,101,S2021B,object,VVDS_J222915.21+035752.96_N70,LeathaudGreene,Merian,337.31339853259493,2020B-0288,3.9647112260308193,600.0,1,False
VVDS_J223024.75+040237.24_N70,--,N70,128,102,S2021B,object,VVDS_J223024.75+040237.24_N70,LeathaudGreene,Merian,337.6031578932601,2020B-0288,4.043679799046563,600.0,1,False
VVDS_J223135.16+040531.60_N70,--,N70,128,103,S2021B,object,VVDS_J223135.16+040531.60_N70,LeathaudGreene,Merian,337.8965312251632,2020B-0288,4.0921127964442405,600.0,1,False
VVDS_J223245.58+040826.56_N70,--,N70,128,104,S2021B,object,VVDS_J223245.58+040826.56_N70,LeathaudGreene,Merian,338.1899228543083,2020B-0288,4.140711157893355,600.0,1,False
VVDS_J222228.49+005439.00_N70,--,N70,128,105,S2021B,object,VVDS_J222228.49+005439.00_N70,LeathaudGreene,Merian,335.6187188474121,2020B-0288,0.9108343353392784,600.0,1,False
VVDS_J222338.37+005920.28_N70,--,N70,128,106,S2021B,object,VVDS_J222338.37+005920.28_N70,LeathaudGreene,Merian,335.9098839460516,2020B-0288,0.9889691897754663,600.0,1,False
VVDS_J222448.95+010213.11_N70,--,N70,128,107,S2021B,object,VVDS_J222448.95+010213.11_N70,LeathaudGreene,Merian,336.20396213606836,2020B-0288,1.0369774298497956,600.0,1,False
VVDS_J222559.52+010506.59_N70,--,N70,128,108,S2021B,object,VVDS_J222559.52+010506.59_N70,LeathaudGreene,Merian,336.4980315007808,2020B-0288,1.0851655078923241,600.0,1,False
VVDS_J221858.60+022632.89_N70,--,N70,128,109,S2021B,object,VVDS_J221858.60+022632.89_N70,LeathaudGreene,Merian,334.74417717109696,2020B-0288,2.442471156986131,600.0,1,False
VVDS_J222008.28+023112.53_N70,--,N70,128,110,S2021B,object,VVDS_J222008.28+023112.53_N70,LeathaudGreene,Merian,335.03450527093077,2020B-0288,2.52014858972548,600.0,1,False
VVDS_J222118.75+023404.51_N70,--,N70,128,111,S2021B,object,VVDS_J222118.75+023404.51_N70,LeathaudGreene,Merian,335.3281473740029,2020B-0288,2.567920672446312,600.0,1,False
VVDS_J222229.23+023657.16_N70,--,N70,128,112,S2021B,object,VVDS_J222229.23+023657.16_N70,LeathaudGreene,Merian,335.6217928249971,2020B-0288,2.6158798210382366,600.0,1,False
VVDS_J222552.60+022634.43_N70,--,N70,128,113,S2021B,object,VVDS_J222552.60+022634.43_N70,LeathaudGreene,Merian,336.4691701233983,2020B-0288,2.4428972733947996,600.0,1,False
VVDS_J222702.30+023117.25_N70,--,N70,128,114,S2021B,object,VVDS_J222702.30+023117.25_N70,LeathaudGreene,Merian,336.7595997247672,2020B-0288,2.5214590940795456,600.0,1,False
VVDS_J222812.79+023410.86_N70,--,N70,128,115,S2021B,object,VVDS_J222812.79+023410.86_N70,LeathaudGreene,Merian,337.05330565867393,2020B-0288,2.569685745489608,600.0,1,False
VVDS_J222923.28+023705.10_N70,--,N70,128,116,S2021B,object,VVDS_J222923.28+023705.10_N70,LeathaudGreene,Merian,337.3470163022825,2020B-0288,2.618084981689039,600.0,1,False
VVDS_J223249.47+022640.45_N70,--,N70,128,117,S2021B,object,VVDS_J223249.47+022640.45_N70,LeathaudGreene,Merian,338.2061662112676,2020B-0288,2.4445706161035354,600.0,1,False
VVDS_J223359.20+023126.22_N70,--,N70,128,118,S2021B,object,VVDS_J223359.20+023126.22_N70,LeathaudGreene,Merian,338.49669866715016,2020B-0288,2.5239510232541815,600.0,1,False
VVDS_J223509.71+023421.32_N70,--,N70,128,119,S2021B,object,VVDS_J223509.71+023421.32_N70,LeathaudGreene,Merian,338.7904692805927,2020B-0288,2.5725912313000467,600.0,1,False
VVDS_J223620.21+023717.00_N70,--,N70,128,120,S2021B,object,VVDS_J223620.21+023717.00_N70,LeathaudGreene,Merian,339.084246008842,2020B-0288,2.621389281005224,600.0,1,False
VVDS_J222923.97+005522.39_N70,--,N70,128,121,S2021B,object,VVDS_J222923.97+005522.39_N70,LeathaudGreene,Merian,337.3498985500247,2020B-0288,0.9228877195792681,600.0,1,False
VVDS_J223033.86+010006.74_N70,--,N70,128,122,S2021B,object,VVDS_J223033.86+010006.74_N70,LeathaudGreene,Merian,337.6410971299815,2020B-0288,1.0018738384572285,600.0,1,False
VVDS_J223144.44+010301.13_N70,--,N70,128,123,S2021B,object,VVDS_J223144.44+010301.13_N70,LeathaudGreene,Merian,337.9351979642624,2020B-0288,1.0503159583495953,600.0,1,False
VVDS_J223255.02+010556.12_N70,--,N70,128,124,S2021B,object,VVDS_J223255.02+010556.12_N70,LeathaudGreene,Merian,338.22929130751186,2020B-0288,1.0989232810075635,600.0,1,False
VVDS_J000343.95+005959.52_N70,--,N70,128,125,S2021B,object,VVDS_J000343.95+005959.52_N70,LeathaudGreene,Merian,0.9331420969365812,2020B-0288,0.9998674064120842,600.0,1,False
VVDS_J000453.98+010458.98_N70,--,N70,128,126,S2021B,object,VVDS_J000453.98+010458.98_N70,LeathaudGreene,Merian,1.2249188690278723,2020B-0288,1.0830525040366736,600.0,1,False
VVDS_J000604.65+010758.44_N70,--,N70,128,127,S2021B,object,VVDS_J000604.65+010758.44_N70,LeathaudGreene,Merian,1.5193970763495004,2020B-0288,1.1329016420139366,600.0,1,False
VVDS_J000715.33+011057.74_N70,--,N70,128,128,S2021B,object,VVDS_J000715.33+011057.74_N70,LeathaudGreene,Merian,1.8138865618837963,2020B-0288,1.1827072382492947,600.0,1,False
