,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
157,test,N708,248,158,Engineering run test,object,G09,LeathaudGreene,Merian,145.82594063438322,2020B-0288,-0.8962856719417199,600.0,1
158,test,N708,248,159,Engineering run test,object,G09,LeathaudGreene,Merian,146.11991264025767,2020B-0288,-0.9409106746642013,600.0,1
159,test,N708,248,160,Engineering run test,object,G09,LeathaudGreene,Merian,146.41386883793848,2020B-0288,-0.9857970690864223,600.0,1
160,test,N708,248,161,Engineering run test,object,G09,LeathaudGreene,Merian,144.72398674330995,2020B-0288,0.7806740598567053,600.0,1
161,test,N708,248,162,Engineering run test,object,G09,LeathaudGreene,Merian,145.0162055831896,2020B-0288,0.7094959698317161,600.0,1
162,test,N708,248,163,Engineering run test,object,G09,LeathaudGreene,Merian,145.31083712036036,2020B-0288,0.6652039951825514,600.0,1
163,test,N708,248,164,Engineering run test,object,G09,LeathaudGreene,Merian,145.6054401180229,2020B-0288,0.6206441314133089,600.0,1
164,test,N708,248,165,Engineering run test,object,G09,LeathaudGreene,Merian,143.89877729043494,2020B-0288,2.391163534451123,600.0,1
165,test,N708,248,166,Engineering run test,object,G09,LeathaudGreene,Merian,144.19226472981103,2020B-0288,2.320620213320405,600.0,1
166,test,N708,248,167,Engineering run test,object,G09,LeathaudGreene,Merian,144.4875940097234,2020B-0288,2.276676176196949,600.0,1
167,test,N708,248,168,Engineering run test,object,G09,LeathaudGreene,Merian,144.78288213565293,2020B-0288,2.2324576675331684,600.0,1
168,test,N708,248,169,Engineering run test,object,G09,LeathaudGreene,Merian,143.04734101747994,2020B-0288,4.006103280355996,600.0,1
169,test,N708,248,170,Engineering run test,object,G09,LeathaudGreene,Merian,143.3421625708481,2020B-0288,3.9362302051762814,600.0,1
170,test,N708,248,171,Engineering run test,object,G09,LeathaudGreene,Merian,143.63822988729993,2020B-0288,3.8926546650107454,600.0,1
