,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count
419,--,N70,512,420,S2021A,object,GAMA,LeathaudGreene,Merian,146.41386883793848,2020B-0288,-0.9857970690864223,600.0,1
420,--,N70,512,421,S2021A,object,GAMA,LeathaudGreene,Merian,144.72398674330995,2020B-0288,0.7806740598567053,600.0,1
421,--,N70,512,422,S2021A,object,GAMA,LeathaudGreene,Merian,145.0162055831896,2020B-0288,0.7094959698317161,600.0,1
422,--,N70,512,423,S2021A,object,GAMA,LeathaudGreene,Merian,145.31083712036036,2020B-0288,0.6652039951825514,600.0,1
423,--,N70,512,424,S2021A,object,GAMA,LeathaudGreene,Merian,145.6054401180229,2020B-0288,0.6206441314133089,600.0,1
424,--,N70,512,425,S2021A,object,GAMA,LeathaudGreene,Merian,143.89877729043494,2020B-0288,2.391163534451123,600.0,1
425,--,N70,512,426,S2021A,object,GAMA,LeathaudGreene,Merian,144.19226472981103,2020B-0288,2.320620213320405,600.0,1
426,--,N70,512,427,S2021A,object,GAMA,LeathaudGreene,Merian,144.4875940097234,2020B-0288,2.276676176196949,600.0,1
427,--,N70,512,428,S2021A,object,GAMA,LeathaudGreene,Merian,144.78288213565293,2020B-0288,2.2324576675331684,600.0,1
428,--,N70,512,429,S2021A,object,GAMA,LeathaudGreene,Merian,147.18302524866775,2020B-0288,-0.8404311412134573,600.0,1
429,--,N70,512,430,S2021A,object,GAMA,LeathaudGreene,Merian,147.47405716496633,2020B-0288,-0.9134137765220264,600.0,1
430,--,N70,512,431,S2021A,object,GAMA,LeathaudGreene,Merian,147.76804321096736,2020B-0288,-0.9586892985065326,600.0,1
431,--,N70,512,432,S2021A,object,GAMA,LeathaudGreene,Merian,148.06201447771576,2020B-0288,-1.0042133718991808,600.0,1
432,--,N70,512,433,S2021A,object,GAMA,LeathaudGreene,Merian,146.36634035237824,2020B-0288,0.7564523332451195,600.0,1
433,--,N70,512,434,S2021A,object,GAMA,LeathaudGreene,Merian,146.65851442399952,2020B-0288,0.6840540028022899,600.0,1
434,--,N70,512,435,S2021A,object,GAMA,LeathaudGreene,Merian,146.95312044229462,2020B-0288,0.6390956064396589,600.0,1
435,--,N70,512,436,S2021A,object,GAMA,LeathaudGreene,Merian,147.24769877518517,2020B-0288,0.5938820407661709,600.0,1
436,--,N70,512,437,S2021A,object,GAMA,LeathaudGreene,Merian,145.5374166998944,2020B-0288,2.360632780428183,600.0,1
437,--,N70,512,438,S2021A,object,GAMA,LeathaudGreene,Merian,145.8307972078868,2020B-0288,2.288842513361728,600.0,1
438,--,N70,512,439,S2021A,object,GAMA,LeathaudGreene,Merian,146.12606259104734,2020B-0288,2.244215276738998,600.0,1
439,--,N70,512,440,S2021A,object,GAMA,LeathaudGreene,Merian,146.42128747631304,2020B-0288,2.1993261809174625,600.0,1
440,--,N70,512,441,S2021A,object,GAMA,LeathaudGreene,Merian,148.8431361962296,2020B-0288,-0.8557772835558599,600.0,1
441,--,N70,512,442,S2021A,object,GAMA,LeathaudGreene,Merian,149.1341900730124,2020B-0288,-0.9299026818782498,600.0,1
442,--,N70,512,443,S2021A,object,GAMA,LeathaudGreene,Merian,149.4281916461272,2020B-0288,-0.9757955943535144,600.0,1
443,--,N70,512,444,S2021A,object,GAMA,LeathaudGreene,Merian,149.7221795259057,2020B-0288,-1.0219239162715625,600.0,1
444,--,N70,512,445,S2021A,object,GAMA,LeathaudGreene,Merian,148.02068788701277,2020B-0288,0.7318039758974969,600.0,1
445,--,N70,512,446,S2021A,object,GAMA,LeathaudGreene,Merian,148.3128180974399,2020B-0288,0.6582366294253791,600.0,1
446,--,N70,512,447,S2021A,object,GAMA,LeathaudGreene,Merian,148.60739930246,2020B-0288,0.6126442858482951,600.0,1
447,--,N70,512,448,S2021A,object,GAMA,LeathaudGreene,Merian,148.90195375296815,2020B-0288,0.5668097960965963,600.0,1
448,--,N70,512,449,S2021A,object,GAMA,LeathaudGreene,Merian,147.18702804724828,2020B-0288,2.328672879629924,600.0,1
449,--,N70,512,450,S2021A,object,GAMA,LeathaudGreene,Merian,147.4803008938112,2020B-0288,2.2556866229090433,600.0,1
450,--,N70,512,451,S2021A,object,GAMA,LeathaudGreene,Merian,147.7755021998999,2020B-0288,2.210408474495114,600.0,1
451,--,N70,512,452,S2021A,object,GAMA,LeathaudGreene,Merian,148.0706637598723,2020B-0288,2.164881376953146,600.0,1
452,--,N70,512,453,S2021A,object,GAMA,LeathaudGreene,Merian,150.5162611352662,2020B-0288,-0.8705168266688436,600.0,1
453,--,N70,512,454,S2021A,object,GAMA,LeathaudGreene,Merian,150.80733933922508,2020B-0288,-0.9457309851085216,600.0,1
454,--,N70,512,455,S2021A,object,GAMA,LeathaudGreene,Merian,151.10135791446166,2020B-0288,-0.9922071468747975,600.0,1
455,--,N70,512,456,S2021A,object,GAMA,LeathaudGreene,Merian,151.39536393734278,2020B-0288,-1.038905272842864,600.0,1
456,--,N70,512,457,S2021A,object,GAMA,LeathaudGreene,Merian,149.68703995580032,2020B-0288,0.7077572307907016,600.0,1
457,--,N70,512,458,S2021A,object,GAMA,LeathaudGreene,Merian,149.97912800333995,2020B-0288,0.6330743832425546,600.0,1
458,--,N70,512,459,S2021A,object,GAMA,LeathaudGreene,Merian,150.2736855303895,2020B-0288,0.5868819122458652,600.0,1
459,--,N70,512,460,S2021A,object,GAMA,LeathaudGreene,Merian,150.56821730071013,2020B-0288,0.5404606151620361,600.0,1
460,--,N70,512,461,S2021A,object,GAMA,LeathaudGreene,Merian,148.84862320526727,2020B-0288,2.2963017718172267,600.0,1
461,--,N70,512,462,S2021A,object,GAMA,LeathaudGreene,Merian,149.14178856960558,2020B-0288,2.222171992204593,600.0,1
462,--,N70,512,463,S2021A,object,GAMA,LeathaudGreene,Merian,149.4369261229293,2020B-0288,2.17627613750324,600.0,1
463,--,N70,512,464,S2021A,object,GAMA,LeathaudGreene,Merian,149.73202476882344,2020B-0288,2.130144542843137,600.0,1
464,--,N70,512,465,S2021A,object,GAMA,LeathaudGreene,Merian,151.36638834895126,2020B-0288,0.6833321356727867,600.0,1
465,--,N70,512,466,S2021A,object,GAMA,LeathaudGreene,Merian,151.65843532192065,2020B-0288,0.6075889934586364,600.0,1
466,--,N70,512,467,S2021A,object,GAMA,LeathaudGreene,Merian,151.95296997778544,2020B-0288,0.5608312395123727,600.0,1
467,--,N70,512,468,S2021A,object,GAMA,LeathaudGreene,Merian,152.2474799478271,2020B-0288,0.5138582778036639,600.0,1
468,--,N70,512,469,S2021A,object,GAMA,LeathaudGreene,Merian,150.52118807879964,2020B-0288,2.261556488672242,600.0,1
469,--,N70,512,470,S2021A,object,GAMA,LeathaudGreene,Merian,150.8142451208415,2020B-0288,2.186338593535806,600.0,1
470,--,N70,512,471,S2021A,object,GAMA,LeathaudGreene,Merian,151.10931871656817,2020B-0288,2.1398599286509015,600.0,1
471,--,N70,512,472,S2021A,object,GAMA,LeathaudGreene,Merian,151.40435434448537,2020B-0288,2.0931590172656622,600.0,1
472,--,N70,512,473,S2021A,object,GAMA,LeathaudGreene,Merian,153.05973457210067,2020B-0288,0.65855053314957,600.0,1
473,--,N70,512,474,S2021A,object,GAMA,LeathaudGreene,Merian,153.35174167414294,2020B-0288,0.5818041397399214,600.0,1
474,--,N70,512,475,S2021A,object,GAMA,LeathaudGreene,Merian,153.64625433137965,2020B-0288,0.5345170587949754,600.0,1
475,--,N70,512,476,S2021A,object,GAMA,LeathaudGreene,Merian,153.9407434450091,2020B-0288,0.487028687676767,600.0,1
476,--,N70,512,477,S2021A,object,GAMA,LeathaudGreene,Merian,152.20874110685315,2020B-0288,2.226431458255837,600.0,1
477,--,N70,512,478,S2021A,object,GAMA,LeathaudGreene,Merian,152.50169036752177,2020B-0288,2.150180651977937,600.0,1
478,--,N70,512,479,S2021A,object,GAMA,LeathaudGreene,Merian,152.79670054538803,2020B-0288,2.1031540866347167,600.0,1
479,--,N70,512,480,S2021A,object,GAMA,LeathaudGreene,Merian,153.09167377994925,2020B-0288,2.055919077633686,600.0,1
480,--,N70,512,481,S2021A,object,GAMA,LeathaudGreene,Merian,153.90928633590386,2020B-0288,2.1909745770161777,600.0,1
481,--,N70,512,482,S2021A,object,GAMA,LeathaudGreene,Merian,154.2021286629476,2020B-0288,2.1137498134522863,600.0,1
482,--,N70,512,483,S2021A,object,GAMA,LeathaudGreene,Merian,154.49707614316554,2020B-0288,2.0662123880353804,600.0,1
483,--,N70,512,484,S2021A,object,GAMA,LeathaudGreene,Merian,154.7919877861204,2020B-0288,2.0184806074934967,600.0,1
484,--,N70,512,485,S2021A,object,GAMA,LeathaudGreene,Merian,155.62481042299822,2020B-0288,2.153201346867021,600.0,1
485,--,N70,512,486,S2021A,object,GAMA,LeathaudGreene,Merian,155.9175457206029,2020B-0288,2.0750629693893594,600.0,1
486,--,N70,512,487,S2021A,object,GAMA,LeathaudGreene,Merian,156.21243074230034,2020B-0288,2.0270526060793843,600.0,1
487,--,N70,512,488,S2021A,object,GAMA,LeathaudGreene,Merian,156.50728112956045,2020B-0288,1.9788622703569656,600.0,1
488,--,N70,512,489,S2021A,object,GAMA,LeathaudGreene,Merian,157.35436007860736,2020B-0288,2.1191510475999675,600.0,1
489,--,N70,512,490,S2021A,object,GAMA,LeathaudGreene,Merian,157.64699157165865,2020B-0288,2.0401624903832887,600.0,1
490,--,N70,512,491,S2021A,object,GAMA,LeathaudGreene,Merian,157.94181609591035,2020B-0288,1.9917188825081862,600.0,1
491,--,N70,512,492,S2021A,object,GAMA,LeathaudGreene,Merian,158.23660723094886,2020B-0288,1.9431099620974832,600.0,1
492,--,N70,512,493,S2021A,object,GAMA,LeathaudGreene,Merian,155.61871884741214,2020B-0288,-0.9108343353392786,600.0,1
493,--,N70,512,494,S2021A,object,GAMA,LeathaudGreene,Merian,155.90988394605162,2020B-0288,-0.9889691897754666,600.0,1
494,--,N70,512,495,S2021A,object,GAMA,LeathaudGreene,Merian,156.20396213606838,2020B-0288,-1.036977429849796,600.0,1
495,--,N70,512,496,S2021A,object,GAMA,LeathaudGreene,Merian,156.49803150078088,2020B-0288,-1.0851655078923246,600.0,1
496,--,N70,512,497,S2021A,object,GAMA,LeathaudGreene,Merian,154.76708050171473,2020B-0288,0.6334436165766733,600.0,1
497,--,N70,512,498,S2021A,object,GAMA,LeathaudGreene,Merian,155.05904906991807,2020B-0288,0.5557535419603388,600.0,1
498,--,N70,512,499,S2021A,object,GAMA,LeathaudGreene,Merian,155.35354067626355,2020B-0288,0.5079745701660932,600.0,1
499,--,N70,512,500,S2021A,object,GAMA,LeathaudGreene,Merian,155.6480099497888,2020B-0288,0.46000851744584914,600.0,1
500,--,N70,512,501,S2021A,object,GAMA,LeathaudGreene,Merian,156.49043435901808,2020B-0288,0.6090286849223463,600.0,1
501,--,N70,512,502,S2021A,object,GAMA,LeathaudGreene,Merian,156.78236631646226,2020B-0288,0.530456036029457,600.0,1
502,--,N70,512,503,S2021A,object,GAMA,LeathaudGreene,Merian,157.07683812312166,2020B-0288,0.4822235811271309,600.0,1
503,--,N70,512,504,S2021A,object,GAMA,LeathaudGreene,Merian,157.37128886610526,2020B-0288,0.4338185548085895,600.0,1
504,--,N70,512,505,S2021A,object,GAMA,LeathaudGreene,Merian,158.22581085159538,2020B-0288,0.5873657749790973,600.0,1
505,--,N70,512,506,S2021A,object,GAMA,LeathaudGreene,Merian,158.5177090897979,2020B-0288,0.5079762189189077,600.0,1
506,--,N70,512,507,S2021A,object,GAMA,LeathaudGreene,Merian,158.81216282721826,2020B-0288,0.45933120503734015,600.0,1
507,--,N70,512,508,S2021A,object,GAMA,LeathaudGreene,Merian,159.10659680486435,2020B-0288,0.41052838682672266,600.0,1
508,--,N70,512,509,S2021A,object,GAMA,LeathaudGreene,Merian,157.34989855002468,2020B-0288,-0.9228877195792681,600.0,1
509,--,N70,512,510,S2021A,object,GAMA,LeathaudGreene,Merian,157.6410971299815,2020B-0288,-1.0018738384572283,600.0,1
510,--,N70,512,511,S2021A,object,GAMA,LeathaudGreene,Merian,157.93519796426236,2020B-0288,-1.0503159583495953,600.0,1
511,--,N70,512,512,S2021A,object,GAMA,LeathaudGreene,Merian,158.22929130751186,2020B-0288,-1.0989232810075633,600.0,1
