object,comment,filter,seqtot,seqnum,seqid,expType,object,proposer,program,RA,propid,dec,expTime,count,wait
GAMA_J115947.41+013558.92_N708,--,N708,704,124,S2021A,object,GAMA_J115947.41+013558.92_N708,LeathaudGreene,Merian,179.94754147403899,2020B-0288,1.5997004963226404,600.0,1,False
GAMA_J115232.52+002336.70_N708,--,N708,704,125,S2021A,object,GAMA_J115232.52+002336.70_N708,LeathaudGreene,Merian,178.1355073693646,2020B-0288,0.3935295462289744,600.0,1,False
GAMA_J115342.51+001836.38_N708,--,N708,704,126,S2021A,object,GAMA_J115342.51+001836.38_N708,LeathaudGreene,Merian,178.42714203495797,2020B-0288,0.3101082454839691,600.0,1,False
GAMA_J115453.15+001535.93_N708,--,N708,704,127,S2021A,object,GAMA_J115453.15+001535.93_N708,LeathaudGreene,Merian,178.72146485531064,2020B-0288,0.2599822100989436,600.0,1,False
GAMA_J115603.78+001235.54_N708,--,N708,704,128,S2021A,object,GAMA_J115603.78+001235.54_N708,LeathaudGreene,Merian,179.01578437705007,2020B-0288,0.20987461599790302,600.0,1,False
GAMA_J114848.61-005955.71_N708,--,N708,704,129,S2021A,object,GAMA_J114848.61-005955.71_N708,LeathaudGreene,Merian,177.20257461518702,2020B-0288,-0.9988085729774403,600.0,1,False
GAMA_J114958.62-010456.15_N708,--,N708,704,130,S2021A,object,GAMA_J114958.62-010456.15_N708,LeathaudGreene,Merian,177.49425270627637,2020B-0288,-1.0822644395783314,600.0,1,False
GAMA_J115109.28-010756.84_N708,--,N708,704,131,S2021A,object,GAMA_J115109.28-010756.84_N708,LeathaudGreene,Merian,177.78866786136112,2020B-0288,-1.1324562563479983,600.0,1,False
GAMA_J115219.94-011057.49_N708,--,N708,704,132,S2021A,object,GAMA_J115219.94-011057.49_N708,LeathaudGreene,Merian,178.08309151474137,2020B-0288,-1.1826379992851535,600.0,1,False
GAMA_J115232.18+031042.71_N708,--,N708,704,133,S2021A,object,GAMA_J115232.18+031042.71_N708,LeathaudGreene,Merian,178.134094413877,2020B-0288,3.178530799883001,600.0,1,False
GAMA_J115342.14+030542.39_N708,--,N708,704,134,S2021A,object,GAMA_J115342.14+030542.39_N708,LeathaudGreene,Merian,178.42559283861974,2020B-0288,3.095109426730995,600.0,1,False
